Candidate_ID,Gender,Age,Education_Level,Experience_Years,Skill_Score,Aptitude_Test_Score,Technical_Test_Score,Communication_Score,Certifications_Count,Previous_Companies,Interview_Score,Location,Job_Role_Applied,Expected_Salary,Hiring_Decision
71343,Male,45,Bachelors,15,59,25,69,77,7.0,5,27,Rural,HR Executive,138475,0
71344,Male,57,Masters,9,51,86,1,61,4.0,2,23,Urban,Software Engineer,70920,0
71345,Female,22,High School,11,53,75,51,86,5.0,1,32,Urban,Data Analyst,126562,0
71346,Female,45,High School,11,99,93,38,9,4.0,3,55,Urban,Data Analyst,141277,1
71347,Male,21,PhD,12,97,72,61,61,0.0,6,33,Urban,ML Engineer,33207,1
71348,Other,56,Diploma,18,90,88,0,29,9.0,4,80,Urban,HR Executive,142687,1
71349,Female,25,Masters,18,62,43,62,36,8.0,5,71,Urban,Data Analyst,53337,0
71350,Male,33,Bachelors,10,70,24,23,4,3.0,2,46,Semi-Urban,ML Engineer,147256,0
71351,Female,58,Diploma,10,55,26,40,9,1.0,7,40,Semi-Urban,Data Analyst,73113,0
71352,Female,28,Bachelors,10,27,65,4,1,6.0,4,22,Rural,Data Analyst,92865,0
71353,Male,39,Diploma,14,61,25,48,18,4.0,0,45,Urban,HR Executive,83202,0
71354,Female,56,Masters,1,81,36,74,62,4.0,0,93,Urban,Software Engineer,76631,1
71355,Male,58,High School,8,98,5,46,80,1.0,3,28,Semi-Urban,Software Engineer,145365,0
71356,Female,26,High School,1,35,3,89,2,0.0,5,84,Semi-Urban,HR Executive,63835,0
71357,Male,24,Bachelors,4,1,57,40,49,6.0,4,1,Urban,Data Analyst,42003,0
71358,Female,30,PhD,15,15,45,34,10,5.0,4,33,Urban,Manager,147870,0
71359,Male,47,Diploma,0,17,89,12,92,5.0,2,91,Urban,HR Executive,68901,0
71360,Male,44,Masters,3,14,37,69,97,4.0,0,22,Semi-Urban,Data Analyst,142485,0
71361,Female,52,PhD,8,73,97,72,74,7.0,2,37,Urban,Data Analyst,50236,1
71362,Male,55,PhD,16,56,70,80,85,2.0,1,23,Urban,HR Executive,139466,0
71363,Female,23,Diploma,6,38,80,49,33,7.0,0,96,Urban,ML Engineer,30574,1
71364,Male,30,Diploma,12,63,43,33,85,0.0,0,6,Urban,ML Engineer,129166,0
71365,Female,35,High School,19,12,15,24,51,2.0,1,34,Semi-Urban,Software Engineer,54465,0
71366,Male,27,Masters,11,34,67,41,69,9.0,3,67,Semi-Urban,Software Engineer,40506,0
71367,Male,37,Bachelors,8,25,88,9,85,3.0,3,19,Urban,Manager,30345,0
71368,Female,22,Bachelors,4,72,46,35,19,4.0,4,54,Urban,HR Executive,114778,0
71369,Male,32,Diploma,9,37,31,1,61,4.0,1,57,Semi-Urban,ML Engineer,145369,0
71370,Male,28,Bachelors,16,11,25,87,67,7.0,1,35,Semi-Urban,HR Executive,55964,0
71371,Male,23,Bachelors,2,68,68,65,32,0.0,7,14,Semi-Urban,HR Executive,40302,0
71372,Male,47,Diploma,12,94,8,86,79,4.0,7,52,Rural,HR Executive,113004,1
71373,Female,30,Bachelors,3,82,31,56,18,0.0,6,31,Urban,Manager,61634,0
71374,Female,22,Diploma,15,18,19,64,85,0.0,3,92,Urban,ML Engineer,119147,0
71375,Male,31,Diploma,19,60,5,49,11,7.0,5,11,Semi-Urban,Manager,144573,0
71376,Male,35,Bachelors,14,78,88,92,7,0.0,7,20,Urban,Data Analyst,126693,1
71377,Male,26,High School,9,49,58,80,7,5.0,1,41,Semi-Urban,HR Executive,115920,0
71378,Female,28,Masters,3,47,2,29,96,5.0,2,98,Urban,ML Engineer,131820,0
71379,Male,39,Masters,19,35,11,92,10,1.0,0,0,Urban,HR Executive,64295,0
71380,Male,34,Bachelors,9,51,16,51,86,4.0,3,4,Urban,ML Engineer,39933,0
71381,Male,34,Diploma,9,98,66,19,8,7.0,7,12,Urban,Manager,29242,0
71382,Female,38,Bachelors,1,20,5,70,68,4.0,2,65,Semi-Urban,HR Executive,108969,0
71383,Female,49,Bachelors,14,25,9,40,55,4.0,0,89,Urban,ML Engineer,146766,0
71384,Male,35,Bachelors,16,31,34,64,10,7.0,5,37,Urban,Software Engineer,144847,0
71385,Male,47,Masters,3,73,75,63,34,2.0,4,55,Semi-Urban,ML Engineer,29097,1
71386,Male,56,Bachelors,18,73,12,28,4,6.0,7,83,Semi-Urban,ML Engineer,70744,0
71387,Male,35,Bachelors,19,29,63,25,33,3.0,2,84,Semi-Urban,Software Engineer,115290,0
71388,Male,42,Masters,4,45,29,67,77,8.0,2,94,Rural,Manager,65633,1
71389,Male,41,Bachelors,3,13,73,5,86,6.0,2,85,Urban,ML Engineer,132204,0
71390,Male,35,Bachelors,16,47,26,41,81,3.0,6,63,Semi-Urban,Manager,83237,0
71391,Female,50,Masters,11,65,77,56,36,3.0,6,76,Urban,HR Executive,101450,1
71392,Female,27,Bachelors,1,82,51,54,9,5.0,3,76,Urban,Manager,50068,1
71393,Male,21,Bachelors,0,11,29,58,45,2.0,6,82,Rural,ML Engineer,62444,0
71394,Male,47,Diploma,6,76,1,6,0,3.0,3,44,Rural,ML Engineer,37000,0
71395,Male,51,Bachelors,16,97,42,49,46,2.0,2,17,Rural,Software Engineer,145738,0
71396,Male,28,Masters,17,17,32,55,33,6.0,2,17,Rural,Manager,114209,0
71397,Female,25,PhD,2,32,3,42,38,8.0,1,16,Semi-Urban,Software Engineer,128316,0
71398,Female,24,Diploma,9,20,33,46,41,9.0,6,56,Semi-Urban,Manager,37416,0
71399,Male,28,Bachelors,12,15,50,87,50,2.0,7,15,Urban,HR Executive,95091,0
71400,Male,42,Diploma,2,27,99,83,96,1.0,3,86,Semi-Urban,HR Executive,37675,1
71401,Male,33,PhD,7,23,72,63,78,0.0,0,52,Rural,Software Engineer,119946,0
71402,Male,21,Masters,11,45,53,47,94,3.0,0,95,Semi-Urban,Data Analyst,82033,1
71403,Female,58,Bachelors,6,42,40,0,17,0.0,5,11,Urban,Manager,149843,0
71404,Male,37,PhD,7,77,48,1,69,9.0,6,50,Semi-Urban,HR Executive,48905,0
71405,Female,35,PhD,16,20,8,74,61,8.0,7,33,Semi-Urban,HR Executive,124801,0
71406,Male,59,PhD,4,99,58,14,58,6.0,7,59,Urban,Manager,44126,0
71407,Female,49,Bachelors,19,50,50,26,33,6.0,5,54,Rural,Software Engineer,34807,0
71408,Female,55,Bachelors,19,31,3,37,61,3.0,3,39,Rural,Data Analyst,60327,0
71409,Male,42,Masters,6,46,50,68,20,3.0,7,10,Urban,Manager,130020,0
71410,Male,55,Diploma,16,51,28,8,84,3.0,2,98,Urban,ML Engineer,117674,0
71411,Female,43,PhD,10,80,50,39,97,5.0,3,31,Semi-Urban,Software Engineer,90597,0
71412,Male,57,Diploma,17,62,9,82,29,9.0,6,12,Urban,Software Engineer,50670,0
71413,Female,33,Diploma,11,3,82,19,91,7.0,0,11,Semi-Urban,HR Executive,38510,0
71414,Male,43,Bachelors,10,78,35,65,81,8.0,6,93,Urban,Manager,101197,1
71415,Female,35,High School,5,80,83,43,89,1.0,4,43,Urban,Software Engineer,32635,1
71416,Male,41,Bachelors,18,79,5,8,31,3.0,5,34,Rural,Software Engineer,46793,0
71417,Male,23,Masters,19,98,52,59,95,7.0,0,49,Semi-Urban,Data Analyst,32685,1
71418,Male,25,Masters,17,73,57,41,43,1.0,2,85,Urban,ML Engineer,113189,1
71419,Male,35,Diploma,2,35,0,92,4,8.0,0,26,Urban,ML Engineer,74795,0
71420,Female,52,Bachelors,19,27,87,14,53,8.0,6,62,Rural,Software Engineer,28893,0
71421,Female,53,Masters,14,69,44,92,50,7.0,3,66,Rural,Data Analyst,107376,1
71422,Female,22,PhD,7,97,67,93,98,5.0,3,89,Urban,Data Analyst,148303,1
71423,Male,37,Masters,11,4,76,46,61,8.0,2,47,Rural,ML Engineer,136682,0
71424,Female,34,Bachelors,10,40,5,6,45,9.0,5,42,Rural,Software Engineer,79535,0
71425,Male,59,Bachelors,3,22,58,47,94,9.0,5,80,Urban,Data Analyst,143730,0
71426,Male,36,PhD,1,99,11,52,39,3.0,3,94,Semi-Urban,ML Engineer,75816,1
71427,Male,38,High School,16,95,97,71,66,0.0,4,79,Semi-Urban,Manager,88042,1
71428,Male,23,Masters,10,27,1,59,39,0.0,0,53,Urban,Manager,127142,0
71429,Female,25,Masters,10,97,93,11,8,7.0,2,36,Urban,ML Engineer,20929,0
71430,Female,35,Diploma,6,75,72,48,58,9.0,4,67,Rural,ML Engineer,94196,1
71431,Male,48,Masters,18,84,58,15,29,3.0,1,5,Semi-Urban,Manager,82991,0
71432,Male,22,Bachelors,19,37,25,18,5,9.0,4,33,Urban,Data Analyst,139339,0
71433,Male,50,High School,3,79,67,18,54,2.0,4,88,Urban,HR Executive,90502,1
71434,Male,29,Masters,19,99,58,67,19,0.0,7,31,Semi-Urban,HR Executive,47417,1
71435,Male,35,Diploma,11,57,32,76,4,5.0,7,98,Urban,ML Engineer,21861,1
71436,Female,31,Masters,12,21,50,43,92,1.0,4,55,Urban,Data Analyst,34785,0
71437,Female,35,Bachelors,2,40,19,43,35,3.0,4,21,Semi-Urban,ML Engineer,73130,0
71438,Male,52,Diploma,19,41,82,34,17,1.0,5,3,Urban,HR Executive,63936,0
71439,Female,27,Masters,18,50,36,35,77,9.0,5,47,Urban,HR Executive,142805,0
71440,Female,24,Diploma,6,67,47,90,46,1.0,4,34,Urban,Data Analyst,100720,0
71441,Male,47,Masters,10,53,35,84,60,1.0,3,18,Rural,Manager,33456,0
71442,Male,51,Diploma,19,40,13,3,59,9.0,4,38,Urban,Software Engineer,31476,0
71443,Male,52,Bachelors,10,75,42,69,8,4.0,5,87,Rural,Data Analyst,79102,1
71444,Female,58,Diploma,14,19,14,7,77,0.0,5,18,Urban,Software Engineer,120560,0
71445,Female,42,High School,3,57,92,4,70,4.0,3,74,Rural,HR Executive,49051,0
71446,Female,51,Masters,9,55,17,84,53,2.0,4,24,Urban,ML Engineer,36962,0
71447,Female,31,Bachelors,7,72,57,58,20,6.0,5,62,Rural,Software Engineer,64316,1
71448,Female,35,Masters,3,91,54,98,37,6.0,2,83,Semi-Urban,Manager,90600,1
71449,Female,49,Bachelors,2,30,45,49,30,2.0,3,55,Semi-Urban,ML Engineer,133262,0
71450,Female,32,High School,18,75,69,40,57,4.0,4,12,Rural,Software Engineer,110544,0
71451,Male,56,Diploma,7,13,13,94,81,0.0,5,40,Semi-Urban,Software Engineer,57524,0
71452,Female,28,Bachelors,7,37,98,58,2,7.0,6,72,Urban,ML Engineer,104740,1
71453,Other,41,Bachelors,16,90,99,19,19,9.0,4,6,Urban,ML Engineer,123009,0
71454,Female,23,Diploma,6,76,46,31,53,2.0,5,83,Semi-Urban,HR Executive,115244,0
71455,Female,59,Masters,10,86,24,14,0,3.0,0,92,Urban,Software Engineer,94995,0
71456,Female,39,PhD,6,49,28,65,34,9.0,1,7,Urban,Software Engineer,26058,0
71457,Male,21,Masters,10,4,95,80,11,6.0,5,47,Rural,ML Engineer,45469,0
71458,Male,43,Masters,5,66,41,52,77,9.0,4,8,Urban,Manager,95521,0
71459,Male,39,Bachelors,2,17,18,54,18,3.0,0,91,Rural,HR Executive,146798,0
71460,Male,47,Masters,1,24,26,41,3,4.0,3,85,Urban,Software Engineer,77831,0
71461,Male,36,Masters,12,73,78,3,4,0.0,1,42,Semi-Urban,Manager,147882,0
71462,Female,24,High School,5,21,48,63,26,8.0,6,2,Rural,Software Engineer,139971,0
71463,Female,32,Bachelors,4,62,39,16,54,6.0,6,54,Urban,HR Executive,83268,0
71464,Male,49,Bachelors,9,88,29,34,9,7.0,3,89,Urban,ML Engineer,101144,1
71465,Male,34,Diploma,7,62,97,66,55,2.0,7,92,Rural,Manager,103455,1
71466,Female,24,High School,17,30,79,57,82,4.0,7,44,Semi-Urban,Data Analyst,110970,0
71467,Male,26,Bachelors,7,13,25,18,30,0.0,3,89,Urban,Manager,40035,0
71468,Male,42,Masters,13,18,93,70,57,7.0,1,39,Semi-Urban,ML Engineer,140854,0
71469,Male,55,High School,13,76,1,75,0,3.0,2,59,Urban,Manager,103180,0
71470,Male,51,PhD,5,63,20,20,85,7.0,7,13,Urban,ML Engineer,130053,0
71471,Male,58,High School,1,61,4,28,16,1.0,1,37,Urban,Data Analyst,22030,0
71472,Female,53,Bachelors,9,22,5,43,91,8.0,1,35,Urban,HR Executive,69107,0
71473,Female,39,Diploma,19,21,33,14,28,5.0,1,17,Rural,Data Analyst,41541,0
71474,Male,52,High School,12,18,23,68,66,1.0,5,37,Semi-Urban,Data Analyst,40518,0
71475,Male,43,Masters,14,38,57,35,27,0.0,3,14,Semi-Urban,Manager,44133,0
71476,Female,56,Bachelors,16,8,17,69,65,8.0,3,17,Rural,HR Executive,129600,0
71477,Male,49,Bachelors,12,78,27,74,50,0.0,2,92,Urban,ML Engineer,84366,1
71478,Male,26,Diploma,3,0,16,97,48,7.0,4,6,Urban,ML Engineer,88476,0
71479,Male,50,Diploma,8,86,76,33,7,5.0,7,41,Urban,Software Engineer,80465,1
71480,Male,59,Masters,19,28,70,49,25,2.0,7,69,Urban,HR Executive,112560,0
71481,Female,46,Bachelors,11,99,84,53,56,9.0,7,35,Urban,HR Executive,109047,1
71482,Female,26,High School,3,57,4,10,53,7.0,4,4,Semi-Urban,ML Engineer,24724,0
71483,Male,26,High School,17,2,37,88,94,5.0,1,78,Semi-Urban,Manager,149314,0
71484,Male,57,Bachelors,18,2,90,77,72,2.0,0,61,Urban,Data Analyst,72359,0
71485,Male,41,Bachelors,9,38,92,15,31,1.0,7,41,Urban,Software Engineer,144380,0
71486,Female,39,Bachelors,10,0,90,16,5,5.0,5,12,Urban,Manager,100943,0
71487,Male,30,Bachelors,17,38,5,75,68,9.0,5,63,Semi-Urban,ML Engineer,50626,0
71488,Male,48,Diploma,3,34,27,33,56,1.0,7,15,Urban,Data Analyst,146001,0
71489,Female,55,Masters,8,63,49,66,26,6.0,4,62,Rural,Manager,86005,0
71490,Male,44,Diploma,16,63,2,52,63,4.0,1,35,Urban,ML Engineer,138695,0
71491,Male,32,Bachelors,8,49,11,55,36,8.0,6,23,Urban,HR Executive,85809,0
71492,Female,46,Bachelors,8,53,24,77,53,6.0,6,80,Rural,Software Engineer,63008,0
71493,Male,32,High School,0,14,26,45,55,6.0,7,82,Urban,Data Analyst,136790,0
71494,Male,24,High School,15,63,94,38,3,1.0,6,49,Semi-Urban,Software Engineer,58481,1
71495,Male,52,High School,2,5,83,28,42,0.0,7,74,Urban,Manager,97302,0
71496,Other,47,Diploma,18,69,19,53,18,7.0,5,77,Urban,Manager,93025,0
71497,Other,54,Masters,11,99,23,3,92,4.0,1,96,Urban,Manager,75799,0
71498,Female,33,Bachelors,18,4,38,7,81,8.0,2,54,Semi-Urban,Software Engineer,116967,0
71499,Male,29,High School,13,97,42,96,73,5.0,1,1,Urban,HR Executive,141431,1
71500,Female,57,Bachelors,7,47,59,61,89,0.0,1,11,Urban,Software Engineer,79187,0
71501,Male,25,Bachelors,12,63,28,16,9,3.0,6,65,Urban,Software Engineer,131134,0
71502,Female,42,Diploma,4,28,96,9,55,8.0,4,7,Semi-Urban,HR Executive,72634,0
71503,Male,37,High School,19,14,25,26,19,0.0,3,88,Urban,HR Executive,110133,0
71504,Female,49,High School,11,87,76,10,51,6.0,6,46,Urban,Data Analyst,124192,0
71505,Male,33,High School,8,7,28,19,70,6.0,6,5,Semi-Urban,ML Engineer,137303,0
71506,Female,34,Diploma,9,53,40,28,92,2.0,6,5,Rural,ML Engineer,127100,0
71507,Male,21,Masters,8,6,11,48,59,3.0,3,12,Urban,Data Analyst,22028,0
71508,Male,24,Bachelors,19,46,12,98,70,4.0,6,89,Semi-Urban,ML Engineer,84210,1
71509,Female,46,Bachelors,13,33,16,64,55,4.0,4,66,Urban,HR Executive,89078,0
71510,Male,59,Bachelors,13,76,33,29,13,3.0,2,54,Urban,HR Executive,48934,0
71511,Female,41,Diploma,13,63,3,4,99,9.0,0,0,Urban,HR Executive,44595,0
71512,Female,26,Masters,17,3,40,51,18,1.0,2,41,Urban,Data Analyst,110232,0
71513,Male,31,Masters,4,84,96,1,74,6.0,2,90,Semi-Urban,Data Analyst,37011,1
71514,Male,41,Bachelors,8,86,11,20,86,4.0,4,49,Rural,ML Engineer,53898,0
71515,Female,44,Diploma,15,47,40,9,17,1.0,0,26,Urban,Manager,40970,0
71516,Female,36,Diploma,17,3,94,81,25,5.0,2,16,Semi-Urban,ML Engineer,104004,0
71517,Other,34,Bachelors,8,55,33,36,99,6.0,4,37,Rural,Manager,20278,0
71518,Female,29,High School,13,40,83,52,68,1.0,6,76,Urban,Data Analyst,102413,1
71519,Male,41,PhD,15,33,2,29,17,2.0,7,52,Urban,Data Analyst,126331,0
71520,Male,40,Bachelors,18,47,4,63,28,2.0,3,88,Rural,Manager,53273,0
71521,Male,46,Bachelors,4,78,73,75,72,6.0,6,56,Urban,Manager,105350,1
71522,Male,44,Bachelors,19,87,25,49,2,6.0,7,45,Urban,HR Executive,75621,0
71523,Male,53,Masters,18,81,71,48,1,2.0,0,45,Urban,Data Analyst,33038,1
71524,Female,24,Bachelors,6,42,84,76,44,9.0,3,53,Rural,HR Executive,46777,1
71525,Male,55,Masters,14,72,48,27,32,9.0,5,32,Urban,ML Engineer,81969,0
71526,Male,32,Masters,9,91,18,3,12,6.0,2,2,Urban,ML Engineer,140707,0
71527,Female,57,Masters,14,90,87,42,80,9.0,3,83,Semi-Urban,Software Engineer,134233,1
71528,Male,57,Bachelors,2,51,45,41,76,4.0,6,71,Urban,HR Executive,42062,0
71529,Male,33,Diploma,17,51,91,29,20,0.0,5,7,Urban,HR Executive,69086,0
71530,Male,40,High School,8,90,94,20,83,9.0,7,9,Urban,Manager,106864,0
71531,Female,38,Bachelors,18,39,48,1,38,0.0,6,92,Urban,Manager,64111,0
71532,Female,23,Masters,19,95,42,86,95,9.0,2,90,Semi-Urban,HR Executive,86933,1
71533,Male,41,PhD,1,69,2,3,23,0.0,6,11,Semi-Urban,Manager,136427,0
71534,Male,41,Bachelors,16,46,21,7,2,9.0,7,55,Rural,Software Engineer,79952,0
71535,Male,30,Masters,0,79,52,30,55,2.0,7,55,Semi-Urban,ML Engineer,66498,0
71536,Male,40,Diploma,3,47,38,38,42,0.0,3,4,Urban,HR Executive,144785,0
71537,Male,42,High School,1,7,0,98,35,5.0,2,13,Urban,Manager,144530,0
71538,Male,30,Masters,0,6,78,29,57,8.0,5,71,Semi-Urban,ML Engineer,23984,0
71539,Male,31,Bachelors,16,46,24,82,31,4.0,5,53,Urban,Data Analyst,130589,0
71540,Female,53,Diploma,10,77,76,0,30,2.0,4,75,Urban,Software Engineer,22683,0
71541,Male,49,Bachelors,11,96,69,78,18,2.0,6,37,Rural,HR Executive,112624,1
71542,Male,36,PhD,7,39,94,0,3,9.0,7,68,Urban,Manager,62892,0
71543,Female,26,Diploma,17,26,60,78,25,1.0,4,95,Urban,Manager,71583,1
71544,Male,47,High School,11,1,26,3,7,8.0,3,8,Semi-Urban,ML Engineer,103469,0
71545,Female,46,Bachelors,3,44,13,81,20,0.0,0,16,Rural,Manager,87155,0
71546,Female,56,High School,17,8,48,75,31,1.0,3,43,Rural,HR Executive,134953,0
71547,Male,52,Bachelors,19,16,10,76,22,2.0,1,64,Urban,Software Engineer,78704,0
71548,Male,42,Bachelors,6,44,72,35,27,2.0,4,48,Urban,Data Analyst,30632,0
71549,Male,51,Masters,12,23,24,47,76,9.0,4,14,Urban,Data Analyst,106936,0
71550,Male,32,Bachelors,0,5,13,69,18,3.0,4,44,Semi-Urban,Software Engineer,48149,0
71551,Male,32,PhD,15,86,96,14,36,7.0,2,46,Semi-Urban,HR Executive,86792,1
71552,Male,37,Diploma,10,42,73,90,50,0.0,0,34,Semi-Urban,Manager,108333,1
71553,Female,55,Bachelors,17,42,23,93,96,2.0,4,43,Semi-Urban,ML Engineer,143464,0
71554,Male,45,Bachelors,7,14,29,4,65,2.0,7,74,Urban,HR Executive,81579,0
71555,Other,54,Diploma,18,26,38,53,39,7.0,2,60,Urban,Software Engineer,69564,0
71556,Female,32,Bachelors,11,61,81,66,29,7.0,6,15,Semi-Urban,ML Engineer,149861,0
71557,Male,54,Bachelors,19,51,28,2,74,2.0,2,22,Urban,ML Engineer,103855,0
71558,Male,59,Diploma,3,33,70,90,47,2.0,5,28,Urban,Manager,30234,0
71559,Female,59,Bachelors,8,35,7,70,26,1.0,7,43,Semi-Urban,Manager,123863,0
71560,Male,37,Bachelors,14,99,22,76,65,5.0,7,51,Semi-Urban,HR Executive,88267,1
71561,Female,55,High School,17,23,32,19,91,1.0,1,43,Urban,Manager,118130,0
71562,Male,31,Bachelors,12,61,29,59,73,2.0,0,2,Urban,HR Executive,45658,0
71563,Female,44,Diploma,13,76,74,36,73,0.0,2,44,Semi-Urban,Data Analyst,119241,0
71564,Female,45,Bachelors,15,89,68,92,64,1.0,6,96,Semi-Urban,Data Analyst,107142,1
71565,Male,52,Masters,16,23,3,74,78,7.0,3,11,Rural,ML Engineer,86097,0
71566,Female,35,Diploma,3,20,78,15,47,1.0,5,94,Rural,Manager,144614,0
71567,Male,35,Diploma,8,13,78,4,19,1.0,5,43,Semi-Urban,ML Engineer,29293,0
71568,Male,50,Diploma,6,20,80,58,81,1.0,4,21,Rural,Manager,59729,0
71569,Female,44,Bachelors,19,17,39,55,70,5.0,5,70,Urban,Manager,23861,0
71570,Female,41,Masters,5,77,58,49,35,6.0,4,20,Semi-Urban,ML Engineer,36618,0
71571,Male,59,Bachelors,17,76,94,16,20,7.0,0,30,Urban,Software Engineer,39759,0
71572,Female,31,Masters,19,13,9,22,94,8.0,0,98,Urban,Manager,88045,0
71573,Male,36,High School,9,35,68,94,49,5.0,0,8,Urban,HR Executive,26300,0
71574,Male,28,Bachelors,7,83,78,76,39,0.0,2,95,Urban,Data Analyst,77774,1
71575,Male,26,Bachelors,3,51,70,96,15,3.0,5,73,Urban,Software Engineer,40103,1
71576,Female,48,High School,12,73,85,58,69,3.0,5,2,Urban,Software Engineer,107104,0
71577,Male,49,Diploma,5,82,14,61,89,8.0,4,59,Rural,Manager,132528,0
71578,Male,43,Masters,5,58,84,15,22,8.0,6,45,Urban,HR Executive,134254,0
71579,Other,52,Masters,3,86,26,83,6,5.0,7,79,Semi-Urban,Manager,102791,1
71580,Male,54,PhD,19,58,15,70,42,1.0,1,7,Urban,Data Analyst,81791,0
71581,Male,43,Masters,8,72,57,39,92,0.0,6,21,Urban,Data Analyst,47516,0
71582,Female,54,Bachelors,1,75,90,2,30,5.0,3,39,Urban,Software Engineer,147094,0
71583,Male,38,Bachelors,2,35,85,77,55,3.0,6,47,Urban,Software Engineer,135370,1
71584,Male,55,Diploma,7,94,77,63,48,8.0,0,26,Urban,ML Engineer,33849,1
71585,Female,28,Bachelors,13,6,52,51,46,5.0,6,0,Urban,Software Engineer,121753,0
71586,Female,37,High School,16,45,14,51,81,8.0,5,43,Urban,ML Engineer,48008,0
71587,Female,57,Diploma,0,82,86,65,21,0.0,3,16,Semi-Urban,Data Analyst,144970,1
71588,Male,38,Diploma,5,90,56,22,13,1.0,7,51,Rural,ML Engineer,131617,0
71589,Female,25,Masters,7,63,27,6,53,5.0,6,85,Rural,Data Analyst,113780,0
71590,Female,40,Bachelors,9,31,87,26,70,3.0,3,38,Urban,Data Analyst,111316,0
71591,Male,22,Bachelors,19,23,4,0,74,5.0,0,89,Urban,HR Executive,113418,0
71592,Male,51,PhD,17,70,66,61,21,0.0,5,27,Semi-Urban,HR Executive,100735,0
71593,Male,25,Diploma,9,84,18,95,75,4.0,7,57,Semi-Urban,Data Analyst,30656,1
71594,Male,52,Bachelors,8,3,24,45,34,6.0,3,69,Urban,Manager,35221,0
71595,Female,36,Bachelors,18,96,12,58,98,3.0,7,66,Urban,Software Engineer,123766,0
71596,Female,52,Masters,1,75,88,99,9,7.0,7,44,Urban,Software Engineer,132193,1
71597,Male,46,Bachelors,0,31,93,47,30,5.0,6,68,Urban,ML Engineer,36374,1
71598,Male,55,Diploma,9,40,79,2,24,6.0,5,22,Semi-Urban,HR Executive,85532,0
71599,Female,57,High School,3,77,36,79,93,3.0,3,47,Urban,ML Engineer,66843,0
71600,Male,27,Diploma,15,98,71,78,51,6.0,4,79,Urban,HR Executive,37745,1
71601,Male,29,PhD,16,37,9,54,62,2.0,2,21,Rural,Data Analyst,84536,0
71602,Female,49,PhD,5,26,65,98,31,4.0,5,0,Urban,Data Analyst,113343,0
71603,Other,29,High School,16,18,87,31,0,8.0,2,11,Urban,ML Engineer,53323,0
71604,Male,37,Bachelors,17,51,14,87,32,0.0,6,97,Urban,ML Engineer,108999,1
71605,Other,27,Masters,9,42,19,88,78,4.0,4,38,Urban,Software Engineer,79845,0
71606,Male,59,Bachelors,12,82,56,43,74,5.0,6,76,Urban,ML Engineer,73766,1
71607,Male,48,Bachelors,15,23,20,59,25,9.0,4,26,Urban,Manager,134514,0
71608,Male,54,Bachelors,14,45,6,18,62,8.0,5,27,Urban,Manager,67904,0
71609,Female,52,Bachelors,17,3,68,97,52,7.0,4,53,Urban,ML Engineer,40003,0
71610,Female,29,Bachelors,18,93,98,72,57,6.0,2,7,Semi-Urban,HR Executive,61990,1
71611,Male,25,Bachelors,19,24,33,91,92,6.0,0,34,Urban,ML Engineer,124029,0
71612,Male,29,Masters,12,0,29,47,48,8.0,7,56,Rural,HR Executive,142699,0
71613,Female,48,PhD,18,70,43,53,76,3.0,1,89,Urban,Software Engineer,110471,1
71614,Female,58,Diploma,14,74,45,42,1,1.0,7,41,Urban,HR Executive,116042,0
71615,Male,34,PhD,15,3,2,76,1,2.0,4,19,Urban,Manager,55042,0
71616,Male,55,Diploma,9,43,11,95,34,9.0,1,44,Semi-Urban,Manager,109437,0
71617,Other,26,Masters,5,32,69,93,90,7.0,0,17,Rural,Manager,64765,0
71618,Male,38,High School,1,79,86,87,79,4.0,2,50,Urban,Software Engineer,71775,1
71619,Male,50,Masters,14,71,83,82,8,6.0,1,40,Urban,Software Engineer,93957,1
71620,Female,37,Bachelors,16,79,43,1,16,8.0,5,73,Semi-Urban,HR Executive,122744,0
71621,Male,21,Bachelors,2,55,25,56,17,4.0,7,33,Urban,Data Analyst,127306,0
71622,Male,46,Bachelors,1,58,9,33,65,4.0,1,79,Semi-Urban,HR Executive,58848,0
71623,Male,46,Masters,10,28,84,21,34,7.0,2,97,Urban,Data Analyst,130073,0
71624,Male,31,Bachelors,18,74,58,15,73,2.0,6,70,Rural,Manager,105723,0
71625,Female,47,Bachelors,11,26,13,92,18,8.0,2,0,Urban,HR Executive,50871,0
71626,Female,34,Diploma,7,99,95,95,55,5.0,5,7,Urban,HR Executive,118894,1
71627,Male,21,Diploma,5,11,84,11,34,1.0,2,73,Urban,ML Engineer,78413,0
71628,Female,52,Bachelors,1,5,36,5,25,2.0,0,82,Semi-Urban,ML Engineer,107145,0
71629,Male,32,Bachelors,0,38,51,83,69,6.0,2,39,Urban,Software Engineer,81180,0
71630,Female,59,PhD,13,27,68,77,92,1.0,2,2,Urban,Manager,54595,0
71631,Male,57,High School,7,62,34,43,71,5.0,0,47,Urban,Manager,70542,0
71632,Male,55,High School,6,39,53,43,73,2.0,3,27,Urban,Data Analyst,84091,0
71633,Female,50,Masters,19,91,70,65,21,9.0,1,26,Urban,Manager,33155,1
71634,Male,33,High School,1,59,87,17,59,0.0,1,95,Semi-Urban,Manager,67521,1
71635,Male,52,Bachelors,0,44,95,91,5,1.0,4,72,Semi-Urban,Software Engineer,30252,1
71636,Male,35,Diploma,16,64,31,14,72,0.0,7,86,Rural,Software Engineer,149305,0
71637,Male,58,Masters,4,75,53,5,11,7.0,3,77,Urban,HR Executive,62295,0
